-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,9,9,9,9,9,9,-98,-98,-98,-98,-98
-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-98,-90,2,2,2,2,-90,-98,-98,-98,-98,-98
-98,-98,-90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-10,-10,-10,-10,-90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-10,-10,-10,-10,-90,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-90,-90,-90,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-90,-90,5
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-90,-98,-98
-98,-98,-90,2,2,1,1,1,1,2,2,-90,-10,-10,-10,-90,2,2,1,1,2,2,-90,-10,-10,-10,-10,-90,2,2,1,1,1,1,1,1,1,2,2,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-90,-98,-98
